Country,Year,Suicides number,Population2
Costa Rica,1989,167.0,2556000.0
Costa Rica,1990,157.0,2627800.0
Costa Rica,1991,125.0,2704000.0
Costa Rica,1992,149.0,2778400.0
Costa Rica,1993,164.0,2853700.0
Costa Rica,1994,162.0,2929100.0
Costa Rica,1995,209.0,3135200.0
Costa Rica,1996,209.0,3192446.0
Costa Rica,1997,187.0,3279559.0
Costa Rica,1998,223.0,3365726.0
Costa Rica,1999,233.0,3449923.0
Costa Rica,2000,239.0,3531421.0
Costa Rica,2001,198.0,3606850.0
Costa Rica,2002,275.0,3680372.0
Costa Rica,2003,315.0,3751871.0
Costa Rica,2004,325.0,3820857.0
Costa Rica,2005,272.0,3887096.0
Costa Rica,2006,350.0,3953916.0
Costa Rica,2007,270.0,4015241.0
Costa Rica,2008,261.0,4072561.0
Costa Rica,2009,278.0,4128459.0
Costa Rica,2010,311.0,4184663.0
Costa Rica,2011,316.0,4235514.0
Costa Rica,2012,302.0,4290210.0
Costa Rica,2013,311.0,4347229.0
Costa Rica,2014,268.0,4403674.0
Croatia,1985,1050.0,4374800.0
Croatia,1986,1043.0,4400500.0
Croatia,1987,1153.0,4437600.0
Croatia,1988,1113.0,4453600.0
Croatia,1989,1041.0,4471400.0
Croatia,1990,1139.0,4489300.0
Croatia,1991,1102.0,4503300.0
Croatia,1992,1156.0,4500100.0
Croatia,1993,1087.0,4496100.0
Croatia,1994,1087.0,4495000.0
Croatia,1995,929.0,4497400.0
Croatia,1996,1001.0,4220800.0
Croatia,1997,946.0,4295100.0
Croatia,1998,1029.0,4227900.0
Croatia,1999,989.0,4283800.0
Croatia,2000,926.0,4118000.0
Croatia,2001,881.0,4180633.0
Croatia,2002,874.0,4217300.0
Croatia,2003,865.0,4225600.0
Croatia,2004,871.0,4229600.0
Croatia,2005,874.0,4235875.0
Croatia,2006,796.0,4234946.0
Croatia,2007,775.0,4230855.0
Croatia,2008,793.0,4225583.0
Croatia,2009,790.0,4216050.0
Croatia,2010,776.0,4203963.0
Croatia,2011,702.0,4189029.0
Croatia,2012,776.0,4054296.0
Croatia,2013,692.0,4044457.0
Croatia,2014,722.0,4030452.0
Croatia,2015,739.0,4001669.0
Croatia,2016,683.0,3978183.0
Cuba,1992,2299.0,9915600.0
Cuba,1993,2374.0,10004200.0
Cuba,1994,2278.0,10089300.0
Cuba,1995,2222.0,10168400.0
Cuba,1996,2014.0,10241600.0
Cuba,1997,2029.0,10260492.0
Cuba,1998,2056.0,10307978.0
Cuba,1999,2050.0,10350039.0
Cuba,2000,1845.0,10397209.0
Cuba,2001,1652.0,10433428.0
Cuba,2002,1606.0,10479415.0
Cuba,2003,1499.0,10531074.0
Cuba,2004,1515.0,10578701.0
Cuba,2005,1397.0,10616406.0
Cuba,2006,1376.0,10653638.0
Cuba,2007,1307.0,10678023.0
Cuba,2008,1377.0,10693814.0
Cuba,2009,1477.0,10708230.0
Cuba,2010,1558.0,10725848.0
Cuba,2011,1529.0,10748034.0
Cuba,2012,1495.0,10770535.0
Cuba,2013,1499.0,10792690.0
Cuba,2014,1453.0,10813411.0
Cuba,2015,1511.0,10832068.0
Cyprus,1999,1.0,856733.0
Cyprus,2000,7.0,875229.0
Cyprus,2004,7.0,690616.0
Cyprus,2005,17.0,701263.0
Cyprus,2006,19.0,713426.0
Cyprus,2007,19.0,728566.0
Cyprus,2008,41.0,747034.0
Cyprus,2009,32.0,767174.0
Cyprus,2010,38.0,787081.0
Cyprus,2011,30.0,800820.0
Cyprus,2012,36.0,814305.0
Cyprus,2013,45.0,813016.0
Cyprus,2014,44.0,804818.0
Cyprus,2015,40.0,796037.0
Cyprus,2016,36.0,803022.0
Czech Republic,1986,2166.0,9666500.0
Czech Republic,1987,1936.0,9677000.0
Czech Republic,1988,1963.0,9691500.0
Czech Republic,1989,1912.0,9703500.0
Czech Republic,1990,1997.0,9710900.0
Czech Republic,1991,1904.0,9667500.0
Czech Republic,1992,1991.0,9681900.0
Czech Republic,1993,1917.0,9703400.0
Czech Republic,1994,1872.0,9723700.0
Czech Republic,1995,1733.0,9744300.0
Czech Republic,1996,1568.0,9763900.0
Czech Republic,1997,1666.0,9786700.0
Czech Republic,1998,1613.0,9808300.0
Czech Republic,1999,1610.0,9819215.0
Czech Republic,2000,1649.0,9819742.0
Czech Republic,2001,1623.0,9838083.0
Czech Republic,2002,1534.0,9752463.0
Czech Republic,2003,1719.0,9748550.0
Czech Republic,2004,1583.0,9746647.0
Czech Republic,2005,1565.0,9761733.0
Czech Republic,2006,1400.0,9780319.0
Czech Republic,2007,1379.0,9818295.0
Czech Republic,2008,1379.0,9899594.0
Czech Republic,2009,1464.0,9937407.0
Czech Republic,2010,1502.0,9945273.0
Czech Republic,2011,1590.0,9906318.0
Czech Republic,2012,1658.0,9923127.0
Czech Republic,2013,1577.0,9936780.0
Czech Republic,2014,1489.0,9963127.0
Czech Republic,2015,1387.0,9989325.0
Czech Republic,2016,1318.0,10012831.0
Denmark,1994,999.0,4874900.0
Denmark,1995,924.0,4889100.0
Denmark,1996,892.0,4917300.0
Denmark,1997,817.0,4937300.0
Denmark,1998,763.0,4956400.0
Denmark,1999,762.0,4976200.0
Denmark,2000,728.0,4998610.0
Denmark,2001,727.0,5018451.0
Denmark,2002,688.0,5041222.0
Denmark,2003,633.0,5056783.0
Denmark,2004,661.0,5072927.0
Denmark,2005,631.0,5089852.0
Denmark,2006,650.0,5110460.0
Denmark,2007,581.0,5133001.0
Denmark,2008,603.0,5162525.0
Denmark,2009,622.0,5192790.0
Denmark,2010,563.0,5217785.0
Denmark,2011,589.0,5244150.0
Denmark,2012,661.0,5270539.0
Denmark,2013,610.0,5299698.0
Denmark,2014,629.0,5339166.0
Denmark,2015,564.0,5383060.0
Dominica,1979,0.0,61400.0
Dominica,1980,0.0,62000.0
Dominica,1981,0.0,63200.0
Dominica,1982,4.0,63300.0
Dominica,1983,0.0,0.0
Dominica,1984,0.0,65400.0
Dominica,1985,0.0,66400.0
Dominica,1986,0.0,0.0
Dominica,1987,0.0,0.0
Dominica,1988,0.0,0.0
Dominica,1989,0.0,0.0
Dominica,1990,0.0,0.0
Dominica,1991,0.0,0.0
Dominica,1992,0.0,0.0
Dominica,1993,0.0,0.0
Dominica,1994,0.0,0.0
Dominica,1995,2.0,0.0
Dominica,1996,0.0,0.0
Dominica,1997,1.0,0.0
Dominica,1998,0.0,0.0
Dominica,1999,8.0,0.0
Dominica,2000,2.0,0.0
Dominica,2001,5.0,0.0
Dominica,2002,2.0,0.0
Dominica,2003,2.0,0.0
Dominica,2004,2.0,0.0
Dominica,2005,1.0,0.0
Dominica,2006,0.0,0.0
Dominica,2007,2.0,0.0
Dominica,2008,3.0,0.0
Dominica,2009,1.0,0.0
Dominica,2010,3.0,0.0
Dominica,2011,5.0,0.0
Dominica,2012,2.0,0.0
Dominica,2013,1.0,0.0
Dominica,2014,3.0,0.0
Dominica,2015,5.0,0.0
Dominican Republic,1980,107.0,0.0
Dominican Republic,1981,113.0,0.0
Dominican Republic,1982,133.0,0.0
Dominican Republic,1983,167.0,0.0
Dominican Republic,1984,149.0,0.0
Dominican Republic,1985,133.0,0.0
Dominican Republic,1986,130.0,0.0
Dominican Republic,1987,122.0,0.0
Dominican Republic,1988,124.0,0.0
Dominican Republic,1989,127.0,0.0
Dominican Republic,1990,123.0,0.0
Dominican Republic,1991,119.0,0.0
Dominican Republic,1992,133.0,0.0
Dominican Republic,1994,98.0,0.0
Dominican Republic,1995,136.0,0.0
Dominican Republic,1996,118.0,0.0
Dominican Republic,1997,151.0,0.0
Dominican Republic,1998,149.0,0.0
Dominican Republic,1999,174.0,0.0
Dominican Republic,2000,148.0,0.0
Dominican Republic,2001,152.0,0.0
Dominican Republic,2002,137.0,0.0
Dominican Republic,2003,156.0,0.0
Dominican Republic,2004,149.0,0.0
Dominican Republic,2005,221.0,0.0
Dominican Republic,2006,157.0,0.0
Dominican Republic,2007,169.0,0.0
Dominican Republic,2008,184.0,0.0
Dominican Republic,2009,203.0,0.0
Dominican Republic,2010,210.0,0.0
Dominican Republic,2011,221.0,0.0
Dominican Republic,2012,254.0,0.0
Dominican Republic,2013,445.0,0.0
Ecuador,1979,242.0,6596000.0
Ecuador,1980,233.0,6824000.0
Ecuador,1981,321.0,6942581.0
Ecuador,1982,366.0,7030400.0
Ecuador,1983,384.0,7331970.0
Ecuador,1984,389.0,7445000.0
Ecuador,1985,393.0,7661800.0
Ecuador,1986,377.0,7881300.0
Ecuador,1987,390.0,8356800.0
Ecuador,1988,466.0,8593200.0
Ecuador,1989,431.0,8578619.0
Ecuador,1990,448.0,8800933.0
Ecuador,1991,494.0,9091700.0
Ecuador,1992,505.0,9253155.0
Ecuador,1993,574.0,9488483.0
Ecuador,1994,512.0,9725255.0
Ecuador,1995,546.0,9960563.0
Ecuador,1996,593.0,10195848.0
Ecuador,1997,579.0,10427773.0
Ecuador,1998,546.0,10656446.0
Ecuador,1999,616.0,10883283.0
Ecuador,2000,534.0,11109383.0
Ecuador,2001,584.0,11328328.0
Ecuador,2002,577.0,11548770.0
Ecuador,2003,675.0,11771002.0
Ecuador,2004,791.0,11994153.0
Ecuador,2005,943.0,12217643.0
Ecuador,2006,900.0,12449374.0
Ecuador,2007,1005.0,12677354.0
Ecuador,2008,928.0,12903183.0
Ecuador,2009,964.0,13130161.0
Ecuador,2010,912.0,13360285.0
Ecuador,2011,918.0,13583553.0
Ecuador,2012,976.0,13815861.0
Ecuador,2013,676.0,14054613.0
Ecuador,2014,734.0,14295145.0
Ecuador,2015,1073.0,14534024.0
Egypt,1980,15.0,37174536.0
Egypt,1987,22.0,44509584.0
Egypt,2000,48.0,61633355.0
Egypt,2001,49.0,62831800.0
Egypt,2002,36.0,64048864.0
Egypt,2003,42.0,65284981.0
Egypt,2004,54.0,61349608.0
Egypt,2005,52.0,62531684.0
Egypt,2006,43.0,63678464.0
Egypt,2007,32.0,64938649.0
Egypt,2008,41.0,67134585.0
Egypt,2009,52.0,72889969.0
Egypt,2010,48.0,74238902.0
Egypt,2011,176.0,75743440.0
Egypt,2012,211.0,77116832.0
Egypt,2013,149.0,78431389.0
Egypt,2014,88.0,76981540.0
Egypt,2015,48.0,78885166.0
El Salvador,1981,477.0,3893733.0
El Salvador,1982,546.0,4115000.0
El Salvador,1983,600.0,4302000.0
El Salvador,1984,559.0,4460800.0
El Salvador,1990,571.0,4510552.0
El Salvador,1991,474.0,4576985.0
El Salvador,1992,419.0,4591600.0
El Salvador,1993,424.0,4694300.0
El Salvador,1995,620.0,4836397.0
El Salvador,1996,540.0,4892391.0
El Salvador,1997,577.0,4949302.0
El Salvador,1998,512.0,5006338.0
El Salvador,1999,515.0,5062759.0
El Salvador,2000,461.0,5118189.0
El Salvador,2001,514.0,5175094.0
El Salvador,2002,436.0,5230458.0
El Salvador,2003,527.0,5283542.0
El Salvador,2004,464.0,5333170.0
El Salvador,2005,455.0,5378879.0
El Salvador,2006,411.0,5429044.0
El Salvador,2007,501.0,5467861.0
El Salvador,2008,490.0,5499287.0
El Salvador,2009,506.0,5528910.0
El Salvador,2010,399.0,5560453.0
El Salvador,2011,485.0,5585785.0
El Salvador,2012,512.0,5618823.0
El Salvador,2013,484.0,5657250.0
El Salvador,2014,386.0,5696329.0
Estonia,1981,544.0,1369200.0
Estonia,1982,481.0,1376000.0
Estonia,1985,470.0,1401800.0
Estonia,1986,423.0,1413400.0
Estonia,1987,396.0,1426600.0
Estonia,1988,381.0,1438300.0
Estonia,1989,408.0,1446649.0
Estonia,1990,428.0,1449182.0
Estonia,1991,423.0,1445433.0
Estonia,1992,495.0,1424815.0
Estonia,1993,574.0,1395612.0
Estonia,1994,614.0,1373795.0
Estonia,1995,594.0,1356651.0
Estonia,1996,545.0,1342202.0
Estonia,1997,522.0,1331234.0
Estonia,1998,477.0,1321719.0
Estonia,1999,468.0,1313198.0
Estonia,2000,377.0,1334175.0
Estonia,2001,401.0,1325610.0
Estonia,2002,371.0,1316690.0
Estonia,2003,342.0,1307160.0
Estonia,2004,323.0,1297650.0
Estonia,2005,273.0,1288495.0
Estonia,2006,247.0,1278915.0
Estonia,2007,251.0,1270415.0
Estonia,2008,242.0,1264005.0
Estonia,2009,269.0,1259010.0
Estonia,2010,223.0,1254225.0
Estonia,2011,218.0,1249427.0
Estonia,2012,237.0,1251631.0
Estonia,2013,218.0,1243096.0
Estonia,2014,241.0,1241852.0
Estonia,2015,195.0,1243450.0
Falkland Islands (Malvinas),1979,0.0,0.0
Falkland Islands (Malvinas),1980,0.0,0.0
Falkland Islands (Malvinas),1981,0.0,0.0
Falkland Islands (Malvinas),1982,0.0,0.0
Falkland Islands (Malvinas),1983,1.0,0.0
Fiji,2001,36.0,719459.0
Fiji,2002,42.0,723187.0
Fiji,2003,10.0,725591.0
Fiji,2004,24.0,728408.0
Fiji,2005,22.0,732607.0
Fiji,2006,24.0,737759.0
Fiji,2007,13.0,745055.0
Fiji,2008,37.0,753658.0
Fiji,2009,26.0,762403.0
Fiji,2011,38.0,776325.0
Fiji,2012,32.0,782939.0
Finland,1987,1363.0,4614100.0
Finland,1988,1402.0,4633600.0
Finland,1989,1413.0,4654300.0
Finland,1990,1512.0,4675100.0
Finland,1991,1493.0,4698500.0
Finland,1992,1451.0,4720900.0
Finland,1993,1397.0,4741000.0
Finland,1994,1387.0,4761600.0
Finland,1995,1388.0,4781300.0
Finland,1996,1247.0,4802200.0
Finland,1997,1322.0,4823200.0
Finland,1998,1228.0,4844673.0
Finland,1999,1207.0,4864255.0
Finland,2000,1165.0,4881820.0
Finland,2001,1204.0,4898983.0
Finland,2002,1095.0,4915614.0
Finland,2003,1075.0,4929856.0
Finland,2004,1064.0,4944765.0
Finland,2005,994.0,4961784.0
Finland,2006,1062.0,4979740.0
Finland,2007,995.0,4998853.0
Finland,2008,1033.0,5020096.0
Finland,2009,1034.0,5042316.0
Finland,2010,954.0,5063494.0
Finland,2011,912.0,5085985.0
Finland,2012,873.0,5110450.0
Finland,2013,887.0,5135433.0
Finland,2014,789.0,5159944.0
Finland,2015,731.0,5181797.0
France,1979,9993.0,49805300.0
France,1980,10406.0,50026200.0
France,1981,10586.0,50206200.0
France,1982,11361.0,50710700.0
France,1983,11914.0,50927900.0
France,1984,12113.0,51141600.0
France,1985,12501.0,51382600.0
France,1986,12529.0,51637600.0
France,1987,12161.0,51900800.0
France,1988,11599.0,52157600.0
France,1989,11715.0,52417900.0
France,1990,11403.0,52952900.0
France,1991,11502.0,53282900.0
France,1992,11644.0,53622300.0
France,1993,12251.0,53945400.0
France,1994,12041.0,54247100.0
France,1995,11819.0,54528500.0
France,1996,11279.0,54791600.0
France,1997,11139.0,55045500.0
France,1998,10534.0,55280700.0
France,1999,10268.0,55043393.0
France,2000,10849.0,55267624.0
France,2001,10449.0,55511272.0
France,2002,10643.0,55935517.0
France,2003,10871.0,56360402.0
France,2004,10804.0,56813922.0
France,2005,10713.0,57160687.0
France,2006,10423.0,57824447.0
France,2007,10127.0,58167011.0
France,2008,10353.0,58482967.0
France,2009,10499.0,58770727.0
France,2010,10379.0,59056283.0
France,2011,10408.0,59344643.0
France,2012,9743.0,59638457.0
France,2013,9600.0,59910069.0
France,2014,8881.0,60275954.0
French Guiana,1979,9.0,55600.0
French Guiana,2001,7.0,148156.0
French Guiana,2002,11.0,155432.0
French Guiana,2003,23.0,162844.0
French Guiana,2004,27.0,170038.0
French Guiana,2005,25.0,176783.0
French Guiana,2006,13.0,182510.0
French Guiana,2007,23.0,187701.0
French Guiana,2008,20.0,192699.0
French Guiana,2009,16.0,197851.0
French Guiana,2010,16.0,203377.0
French Guiana,2011,21.0,210264.0
French Guiana,2012,19.0,215906.0
French Guiana,2013,19.0,222674.0
French Guiana,2014,15.0,229559.0
Georgia,1981,309.0,4651300.0
Georgia,1982,259.0,4686400.0
Georgia,1985,239.0,4796100.0
Georgia,1986,238.0,4832200.0
Georgia,1987,226.0,4869400.0
Georgia,1988,229.0,4910800.0
Georgia,1989,247.0,4944200.0
Georgia,1990,196.0,4986400.0
Georgia,1991,174.0,5018550.0
Georgia,1992,204.0,4988700.0
Georgia,1994,123.0,4518900.0
Georgia,1995,138.0,4410850.0
Georgia,1996,162.0,4310350.0
Georgia,1997,176.0,4240600.0
Georgia,1998,148.0,4209250.0
Georgia,1999,189.0,4187750.0
Georgia,2000,130.0,4165600.0
Georgia,2001,100.0,4140950.0
Georgia,2004,175.0,4089850.0
Georgia,2005,87.0,4132000.0
Georgia,2006,72.0,4166500.0
Georgia,2007,104.0,4154900.0
Georgia,2009,188.0,4158750.0
Georgia,2010,112.0,4193800.0
Georgia,2011,99.0,4202600.0
Georgia,2012,104.0,4200900.0
Georgia,2013,157.0,4192600.0
Georgia,2014,194.0,3470600.0
Georgia,2015,192.0,3458400.0
Germany,1990,13924.0,74958800.0
Germany,1991,14010.0,75495900.0
Germany,1992,13458.0,76131700.0
Germany,1993,12690.0,76793400.0
Germany,1994,12718.0,77163400.0
Germany,1995,12888.0,77547500.0
Germany,1996,12225.0,77882500.0
Germany,1997,12256.0,78067900.0
Germany,1998,11654.0,78071100.0
Germany,1999,11160.0,78141200.0
Germany,2000,11073.0,78242066.0
Germany,2001,11167.0,78421514.0
Germany,2002,11176.0,78633771.0
Germany,2003,11155.0,78756461.0
Germany,2004,10741.0,78811814.0
Germany,2005,10270.0,78851254.0
Germany,2006,9775.0,78828994.0
Germany,2007,9409.0,78776585.0
Germany,2008,9459.0,78662789.0
Germany,2009,9579.0,78448602.0
Germany,2010,10030.0,78349067.0
Germany,2011,10153.0,78371140.0
Germany,2012,9896.0,78508115.0
Germany,2013,10091.0,77270988.0
Germany,2014,10217.0,77552369.0
Germany,2015,10088.0,78136683.0
Greece,1979,277.0,8741300.0
Greece,1980,314.0,8925100.0
Greece,1981,322.0,9013500.0
Greece,1982,347.0,9079400.0
Greece,1983,368.0,9144800.0
Greece,1984,389.0,9210600.0
Greece,1985,405.0,9275400.0
Greece,1986,393.0,9334000.0
Greece,1987,410.0,9387400.0
Greece,1988,403.0,9450000.0
Greece,1989,383.0,9527500.0
Greece,1990,349.0,9617000.0
Greece,1991,381.0,9721144.0
Greece,1992,351.0,9834155.0
Greece,1993,412.0,9930405.0
Greece,1994,355.0,10018932.0
Greece,1995,370.0,10101632.0
Greece,1996,356.0,10178479.0
Greece,1997,374.0,10248806.0
Greece,1998,403.0,10310630.0
Greece,1999,381.0,10362363.0
Greece,2000,382.0,10403059.0
Greece,2001,334.0,10441529.0
Greece,2002,323.0,10482045.0
Greece,2003,375.0,10515665.0
Greece,2004,353.0,10547290.0
Greece,2005,400.0,10582816.0
Greece,2006,394.0,10618891.0
Greece,2007,328.0,10653591.0
Greece,2008,373.0,10686723.0
Greece,2009,391.0,10719618.0
Greece,2010,377.0,10735384.0
Greece,2011,477.0,10728724.0
Greece,2012,508.0,10539802.0
Greece,2013,533.0,10431289.0
Greece,2014,565.0,10380547.0
Greece,2015,529.0,10331286.0
Grenada,1985,1.0,85375.0
Grenada,1988,4.0,87300.0
Grenada,1989,4.0,81805.0
Grenada,1990,2.0,82000.0
Grenada,1991,0.0,82400.0
Grenada,1992,0.0,83528.0
Grenada,1993,3.0,85304.0
Grenada,1994,4.0,87036.0
Grenada,1995,1.0,88433.0
Grenada,1996,1.0,89772.0
Grenada,2001,0.0,91415.0
Grenada,2002,0.0,91908.0
Grenada,2003,4.0,92567.0
Grenada,2004,1.0,93202.0
Grenada,2005,6.0,93685.0
Grenada,2006,1.0,94126.0
Grenada,2007,3.0,94418.0
Grenada,2008,0.0,94585.0
Grenada,2009,0.0,94746.0
Grenada,2010,0.0,94980.0
Grenada,2011,1.0,95102.0
Grenada,2012,2.0,95426.0
Grenada,2013,0.0,95876.0
Grenada,2014,0.0,96393.0
Grenada,2015,0.0,96892.0
Grenada,2016,0.0,97452.0
Guadeloupe,1981,26.0,298204.0
Guadeloupe,2000,37.0,390842.0
Guadeloupe,2001,33.0,394479.0
Guadeloupe,2002,36.0,397673.0
Guadeloupe,2003,31.0,400641.0
Guadeloupe,2004,39.0,403614.0
Guadeloupe,2005,46.0,406751.0
Guadeloupe,2006,39.0,409899.0
Guadeloupe,2007,34.0,413323.0
Guadeloupe,2008,43.0,416751.0
Guadeloupe,2009,39.0,419759.0
Guadeloupe,2010,44.0,421990.0
Guadeloupe,2011,32.0,378522.0
Guadeloupe,2012,40.0,424173.0
Guadeloupe,2013,39.0,424123.0
Guadeloupe,2014,25.0,423906.0
Guatemala,1979,89.0,5792441.0
Guatemala,1980,87.0,5937404.0
Guatemala,1981,38.0,6083688.0
Guatemala,1984,40.0,6476000.0
Guatemala,1986,203.0,6924188.0
Guatemala,1987,241.0,7108740.0
Guatemala,1988,174.0,7300076.0
Guatemala,1989,152.0,7493108.0
Guatemala,1990,158.0,7683992.0
Guatemala,1991,156.0,7880665.0
Guatemala,1992,173.0,8069672.0
Guatemala,1993,165.0,8254958.0
Guatemala,1994,142.0,8443914.0
Guatemala,1995,211.0,8641512.0
Guatemala,1996,157.0,8832326.0
Guatemala,1997,179.0,9044205.0
Guatemala,1998,201.0,9273529.0
Guatemala,1999,234.0,9512666.0
Guatemala,2000,182.0,9755585.0
Guatemala,2001,202.0,10015097.0
Guatemala,2002,258.0,10277166.0
Guatemala,2003,253.0,10542980.0
Guatemala,2004,250.0,10817808.0
Guatemala,2005,238.0,11104906.0
Guatemala,2006,298.0,11397134.0
Guatemala,2007,327.0,11708397.0
Guatemala,2008,492.0,12032885.0
Guatemala,2009,511.0,12359945.0
Guatemala,2010,352.0,12682151.0
Guatemala,2011,359.0,13017342.0
Guatemala,2012,420.0,13335425.0
Guatemala,2013,455.0,13641878.0
Guatemala,2014,512.0,13947190.0
Guatemala,2015,494.0,14258397.0
Guyana,1979,0.0,739100.0
Guyana,1984,12.0,803000.0
Guyana,1988,56.0,654894.0
Guyana,1989,94.0,654104.0
Guyana,1990,89.0,653426.0
Guyana,1991,105.0,654620.0
Guyana,1992,78.0,656713.0
Guyana,1993,72.0,658831.0
Guyana,1994,86.0,660582.0
Guyana,1995,99.0,661682.0
Guyana,1996,60.0,659048.0
Guyana,1997,40.0,657584.0
Guyana,1998,35.0,657089.0
Guyana,1999,163.0,657094.0
Guyana,2001,197.0,660426.0
Guyana,2002,176.0,662839.0
Guyana,2003,198.0,664705.0
Guyana,2004,186.0,666308.0
Guyana,2005,169.0,667709.0
Guyana,2006,201.0,668408.0
Guyana,2007,185.0,668788.0
Guyana,2008,168.0,669253.0
Guyana,2009,156.0,670155.0
Guyana,2010,205.0,671825.0
Guyana,2011,192.0,675283.0
Guyana,2012,206.0,679356.0
Guyana,2013,210.0,683867.0
Haiti,1980,0.0,0.0
Haiti,1997,1.0,0.0
Haiti,1999,5.0,0.0
Haiti,2001,16.0,0.0
Haiti,2002,4.0,0.0
Haiti,2003,1.0,0.0
Haiti,2004,1.0,0.0
Honduras,1987,134.0,0.0
Honduras,1988,131.0,0.0
Honduras,1989,92.0,0.0
Honduras,1990,158.0,0.0
Honduras,2008,37.0,0.0
Honduras,2009,92.0,0.0
Honduras,2010,111.0,0.0
Honduras,2011,112.0,0.0
Honduras,2012,111.0,0.0
Honduras,2013,94.0,0.0
Hong Kong SAR,1979,661.0,4491400.0
Hong Kong SAR,1980,682.0,4659100.0
Hong Kong SAR,1981,517.0,4739500.0
Hong Kong SAR,1982,448.0,4810800.0
Hong Kong SAR,1983,458.0,4885100.0
Hong Kong SAR,1984,497.0,4937200.0
Hong Kong SAR,1985,714.0,4999900.0
Hong Kong SAR,1986,675.0,5115500.0
Hong Kong SAR,1987,619.0,5207800.0
Hong Kong SAR,1988,579.0,5288100.0
Hong Kong SAR,1989,604.0,5370900.0
Hong Kong SAR,1990,677.0,5328800.0
Hong Kong SAR,1991,748.0,5387200.0
Hong Kong SAR,1992,732.0,5443200.0
Hong Kong SAR,1993,609.0,5548400.0
Hong Kong SAR,1994,751.0,5689200.0
Hong Kong SAR,1995,723.0,5778500.0
Hong Kong SAR,1996,780.0,6057000.0
Hong Kong SAR,1997,641.0,6126100.0
Hong Kong SAR,1998,846.0,6204000.0
Hong Kong SAR,1999,869.0,6284200.0
Hong Kong SAR,2000,890.0,6370300.0
Hong Kong SAR,2001,997.0,6441500.0
Hong Kong SAR,2002,1040.0,6492400.0
Hong Kong SAR,2003,1101.0,6493500.0
Hong Kong SAR,2004,1272.0,6555800.0
Hong Kong SAR,2005,1143.0,6592100.0
Hong Kong SAR,2006,1041.0,6644100.0
Hong Kong SAR,2007,918.0,6701800.0
Hong Kong SAR,2008,877.0,6738600.0
Hong Kong SAR,2009,1024.0,6746800.0
Hong Kong SAR,2010,1007.0,6786200.0
Hong Kong SAR,2011,816.0,6822400.0
Hong Kong SAR,2012,822.0,6887800.0
Hong Kong SAR,2013,997.0,6919200.0
Hong Kong SAR,2014,926.0,6964000.0
Hong Kong SAR,2015,990.0,7009500.0
Hungary,1979,4767.0,9828100.0
Hungary,1980,4797.0,9866500.0
Hungary,1981,4871.0,9908700.0
Hungary,1982,4655.0,9943500.0
Hungary,1983,4906.0,9969100.0
Hungary,1984,4900.0,9986500.0
Hungary,1985,4725.0,9994400.0
Hungary,1986,4817.0,9992200.0
Hungary,1987,4782.0,9984900.0
Hungary,1988,4377.0,9973600.0
Hungary,1989,4396.0,9957100.0
Hungary,1990,4133.0,9757659.0
Hungary,1991,3993.0,9757766.0
Hungary,1992,4000.0,9754956.0
Hungary,1993,3694.0,9747902.0
Hungary,1994,3625.0,9740817.0
Hungary,1995,3366.0,9737248.0
Hungary,1996,3436.0,9737250.0
Hungary,1997,3208.0,9737781.0
Hungary,1998,3245.0,9734373.0
Hungary,1999,3326.0,9553064.0
Hungary,2000,3269.0,9527034.0
Hungary,2001,2978.0,9704598.0
Hungary,2002,2839.0,9680164.0
Hungary,2003,2800.0,9652533.0
Hungary,2004,2742.0,9630044.0
Hungary,2005,2619.0,9608943.0
Hungary,2006,2461.0,9591110.0
Hungary,2007,2450.0,9572938.0
Hungary,2008,2476.0,9552784.0
Hungary,2009,2460.0,9534237.0
Hungary,2010,2489.0,9514005.0
Hungary,2011,2420.0,9495011.0
Hungary,2012,2349.0,9453181.0
Hungary,2013,2092.0,9433840.0
Hungary,2014,1925.0,9412788.0
Hungary,2015,1868.0,9389519.0
Hungary,2016,1762.0,9355723.0
Iceland,1981,16.0,209700.0
Iceland,1982,22.0,212500.0
Iceland,1983,40.0,215100.0
Iceland,1984,44.0,217600.0
Iceland,1985,32.0,220100.0
Iceland,1986,37.0,222300.0
Iceland,1987,36.0,225600.0
Iceland,1988,35.0,229200.0
Iceland,1989,22.0,232000.0
Iceland,1990,40.0,233300.0
Iceland,1991,37.0,235900.0
Iceland,1992,28.0,238000.0
Iceland,1993,26.0,240500.0
Iceland,1994,25.0,242700.0
Iceland,1995,27.0,244700.0
Iceland,1996,33.0,246500.0
Iceland,1997,33.0,248929.0
Iceland,1998,30.0,252253.0
Iceland,1999,31.0,255820.0
Iceland,2000,50.0,259723.0
Iceland,2001,36.0,263738.0
Iceland,2002,30.0,266455.0
Iceland,2003,26.0,268330.0
Iceland,2004,35.0,271588.0
Iceland,2005,33.0,274929.0
Iceland,2006,32.0,282999.0
Iceland,2007,37.0,289712.0
Iceland,2008,38.0,296836.0
Iceland,2009,36.0,296204.0
Iceland,2010,46.0,294620.0
Iceland,2011,27.0,295475.0
Iceland,2012,37.0,297238.0
Iceland,2013,49.0,300456.0
Iceland,2014,44.0,304472.0
Iceland,2015,40.0,308554.0
Iceland,2016,40.0,313780.0
Iran (Islamic Rep of),2013,2442.0,70575720.0
Iran (Islamic Rep of),2014,2485.0,71510966.0
Iran (Islamic Rep of),2015,2372.0,72460999.0
Iraq,2008,3.0,0.0
